serviceappointment_id,created_date,appointment_date,status,arrival_window_start_time,arrival_window_end_time,on_site,service_territory,work_type,customer_home,serviceresource_id
7000002awCzAAI,2022-09-12,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 14:07:00,T-Groningen,repair,1,7000000002CCAQ
7000002bHm7AAE,2022-09-20,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 13:56:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002akYTAAY,2022-09-06,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:28:00,T-Friesland,installation,1,7000000002CCAQ
7000002bSLKAA2,2022-09-23,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 12:52:00,T-Friesland,installation,1,7000000002CCAQ
7000002agUcAAI,2022-09-04,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 12:02:00,T-Friesland,installation,1,7000000002CCAQ
7000002cIm9AAE,2022-10-13,2022-10-17,completed,2022-10-17 14:00:00,2022-10-17 16:00:00,2022-10-17 15:41:00,T-Friesland,repair,1,7000000002CCAQ
7000002bFFPAA2,2022-09-19,2022-10-13,completed,2022-10-13 06:00:00,2022-10-13 08:00:00,2022-10-13 08:01:00,T-Friesland,repair,1,7000000002CCAQ
7000002cONoAAM,2022-10-15,2022-10-21,completed,2022-10-21 14:00:00,2022-10-21 16:00:00,2022-10-21 13:58:00,T-Friesland,repair,1,7000000002CCAQ
7000002b7ChAAI,2022-09-15,2022-10-14,completed,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 07:38:00,T-Groningen,installation,1,7000000002CCAQ
7000002bWxmAAE,2022-09-26,2022-10-20,cannot start,2022-10-20 06:00:00,2022-10-20 08:00:00,2022-10-20 07:22:00,T-Friesland,installation,0,7000000002CCAQ
7000002ZUfWAAW,2022-08-01,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 10:53:00,T-Friesland,installation,1,7000000002CCAQ
7000002b99kAAA,2022-09-16,2022-10-10,completed,2022-10-10 06:00:00,2022-10-10 08:00:00,2022-10-10 07:10:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002aB3UAAU,2022-08-19,2022-10-08,completed,2022-10-08 06:00:00,2022-10-08 08:00:00,2022-10-08 06:48:00,T-Groningen,installation,1,7000000002CCAQ
7000002bFEWAA2,2022-09-19,2022-10-12,completed,2022-10-12 06:00:00,2022-10-12 08:00:00,2022-10-12 07:01:00,T-Friesland,repair,1,7000000002CCAQ
7000002ZqgMAAS,2022-08-10,2022-10-07,cannot start,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 06:01:00,T-Gelderland-Noord,installation,0,7000000002CCAQ
7000002bnV7AAI,2022-10-01,2022-10-14,cannot start,2022-10-12 09:15:00,2022-10-12 09:40:00,2022-10-12 10:24:00,T-Groningen,repair,0,7000000002CCAQ
7000002bSSkAAM,2022-09-23,2022-10-08,completed,2022-10-08 08:00:00,2022-10-08 10:00:00,2022-10-08 09:35:00,T-Groningen,installation,1,7000000002CCAQ
7000002bFE2AAM,2022-09-19,2022-10-18,completed,2022-10-18 06:00:00,2022-10-18 08:00:00,2022-10-18 06:10:00,T-Friesland,installation,1,7000000002CCAQ
7000002bOdtAAE,2022-09-22,2022-10-05,completed,2022-10-05 08:00:00,2022-10-05 10:00:00,2022-10-05 09:02:00,T-Friesland,repair,1,7000000002CCAQ
7000002auvsAAA,2022-09-10,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 12:56:00,T-Friesland,installation,1,7000000002CCAQ
7000002c3Q7AAI,2022-10-07,2022-10-19,completed,2022-10-19 06:00:00,2022-10-19 08:00:00,2022-10-19 05:58:00,T-Groningen,installation,1,7000000002CCAQ
7000002amrwAAA,2022-09-07,2022-10-10,cannot start,2022-10-10 06:00:00,2022-10-10 08:00:00,2022-10-10 06:04:00,T-Gelderland-Noord,repair,0,7000000002CCAQ
7000002bQjAAAU,2022-09-22,2022-10-10,completed,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 09:04:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002ab6kAAA,2022-09-01,2022-10-07,completed,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 07:04:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002c0JIAAY,2022-10-06,2022-10-17,completed,2022-10-17 14:00:00,2022-10-17 16:00:00,2022-10-17 15:21:00,T-Friesland,installation,1,7000000002CCAQ
7000002bPb0AAE,2022-09-22,2022-10-18,completed,2022-10-18 06:00:00,2022-10-18 08:00:00,2022-10-18 07:41:00,T-Friesland,installation,1,7000000002CCAQ
7000002bVzhAAE,2022-09-25,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 12:44:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002aho9AAA,2022-09-05,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 12:01:00,T-Friesland,installation,1,7000000002CCAQ
7000002cHduAAE,2022-10-13,2022-10-21,cannot start,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 09:54:00,T-Friesland,repair,0,7000000002CCAQ
7000002aWxaAAE,2022-08-30,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 11:01:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002amh3AAA,2022-09-07,2022-10-08,completed,2022-10-08 06:00:00,2022-10-08 08:00:00,2022-10-08 08:04:00,T-Groningen,installation,1,7000000002CCAQ
7000002b7kPAAQ,2022-09-15,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 09:16:00,T-Groningen,installation,1,7000000002CCAQ
7000002akTxAAI,2022-09-06,2022-10-13,completed,2022-10-13 06:00:00,2022-10-13 08:00:00,2022-10-13 08:01:00,T-Friesland,repair,1,7000000002CCAQ
7000002aU9OAAU,2022-08-29,2022-10-17,completed,2022-10-17 08:00:00,2022-10-17 10:00:00,2022-10-17 10:32:00,T-Friesland,installation,1,7000000002CCAQ
7000002aSA5AAM,2022-08-29,2022-10-08,completed,2022-10-08 14:00:00,2022-10-08 16:00:00,2022-10-08 15:26:00,T-Groningen,installation,1,7000000002CCAQ
7000002a4ZdAAI,2022-08-17,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 12:51:00,T-Groningen,repair,1,7000000002CCAQ
7000002acQ2AAI,2022-09-01,2022-10-21,completed,2022-10-21 06:00:00,2022-10-21 08:00:00,2022-10-21 07:57:00,T-Friesland,installation,1,7000000002CCAQ
7000002bFLNAA2,2022-09-19,2022-10-12,completed,2022-10-12 12:00:00,2022-10-12 14:00:00,2022-10-12 12:46:00,T-Friesland,installation,1,7000000002CCAQ
7000002bFDdAAM,2022-09-19,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 13:58:00,T-Friesland,repair,1,7000000002CCAQ
7000002bAIYAA2,2022-09-16,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 08:30:00,T-Friesland,installation,1,7000000002CCAQ
7000002bZ7KAAU,2022-09-26,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 12:34:00,T-Friesland,installation,1,7000000002CCAQ
7000002b81fAAA,2022-09-15,2022-10-14,completed,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 06:17:00,T-Groningen,repair,1,7000000002CCAQ
7000002b7sEAAQ,2022-09-15,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 12:36:00,T-Friesland,installation,1,7000000002CCAQ
7000002cJYcAAM,2022-10-13,2022-10-18,completed,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 13:03:00,T-Friesland,installation,1,7000000002CCAQ
7000002bA5ZAAU,2022-09-16,2022-10-12,completed,2022-10-12 10:00:00,2022-10-12 12:00:00,2022-10-12 11:41:00,T-Friesland,repair,1,7000000002CCAQ
7000002bFDsAAM,2022-09-19,2022-10-18,cannot start,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 10:12:00,T-Friesland,installation,0,7000000002CCAQ
7000002blpUAAQ,2022-09-30,2022-10-17,cannot start,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 12:06:00,T-Friesland,installation,0,7000000002CCAQ
7000002aeVJAAY,2022-09-02,2022-10-04,completed,2022-10-04 08:00:00,2022-10-04 10:00:00,2022-10-04 10:00:00,T-Friesland,installation,1,7000000002CCAQ
7000002azBuAAI,2022-09-12,2022-10-14,completed,2022-10-14 08:00:00,2022-10-14 10:00:00,2022-10-14 09:26:00,T-Groningen,repair,1,7000000002CCAQ
7000002b3a5AAA,2022-09-14,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 12:04:00,T-Groningen,repair,1,7000000002CCAQ
7000002b9enAAA,2022-09-16,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 11:15:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002bFE7AAM,2022-09-19,2022-10-18,completed,2022-10-18 06:00:00,2022-10-18 08:00:00,2022-10-18 06:00:00,T-Friesland,installation,1,7000000002CCAQ
7000002bPdQAAU,2022-09-22,2022-10-18,cannot start,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 09:50:00,T-Friesland,installation,0,7000000002CCAQ
7000002b1lLAAQ,2022-09-13,2022-10-08,completed,2022-10-08 12:00:00,2022-10-08 14:00:00,2022-10-08 13:24:00,T-Groningen,installation,1,7000000002CCAQ
7000002btdHAAQ,2022-10-04,2022-10-11,cannot start,2022-10-11 08:00:00,2022-10-11 10:00:00,2022-10-11 09:33:00,T-Friesland,installation,0,7000000002CCAQ
7000002bMgcAAE,2022-09-21,2022-10-14,completed,2022-10-14 08:00:00,2022-10-14 10:00:00,2022-10-14 08:01:00,T-Groningen,installation,1,7000000002CCAQ
7000002atMwAAI,2022-09-09,2022-10-11,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 12:22:00,T-Friesland,installation,1,7000000002CCAQ
7000002btTWAAY,2022-10-04,2022-10-21,completed,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 08:25:00,T-Friesland,repair,1,7000000002CCAQ
7000002akWNAAY,2022-09-06,2022-10-18,cannot start,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 08:02:00,T-Friesland,installation,0,7000000002CCAQ
7000002bFGhAAM,2022-09-19,2022-10-12,cannot start,2022-10-12 10:00:00,2022-10-12 12:00:00,2022-10-12 10:55:00,T-Friesland,repair,0,7000000002CCAQ
7000002bFHGAA2,2022-09-19,2022-10-12,completed,2022-10-12 08:00:00,2022-10-12 10:00:00,2022-10-12 09:31:00,T-Friesland,installation,1,7000000002CCAQ
7000002bFKtAAM,2022-09-19,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:26:00,T-Friesland,installation,1,7000000002CCAQ
7000002aqA4AAI,2022-09-08,2022-10-08,completed,2022-10-08 12:00:00,2022-10-08 14:00:00,2022-10-08 12:53:00,T-Groningen,installation,1,7000000002CCAQ
7000002al9ZAAQ,2022-09-06,2022-10-06,cannot start,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 05:58:00,T-Gelderland-Noord,installation,0,7000000002CCAQ
7000002aigQAAQ,2022-09-05,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 10:16:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002aksEAAQ,2022-09-06,2022-10-07,completed,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 08:35:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002bMItAAM,2022-09-21,2022-10-10,completed,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 08:34:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002aF0AAAU,2022-08-22,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 08:02:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002bYaQAAU,2022-09-26,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 13:26:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002b4SXAAY,2022-09-14,2022-10-20,cannot start,2022-10-20 06:00:00,2022-10-20 08:00:00,2022-10-20 06:36:00,T-Friesland,installation,0,7000000002CCAQ
7000002bpdrAAA,2022-10-03,2022-10-21,completed,2022-10-21 06:00:00,2022-10-21 08:00:00,2022-10-21 07:32:00,T-Friesland,installation,1,7000000002CCAQ
7000002abX2AAI,2022-09-01,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:40:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002b9chAAA,2022-09-16,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 07:57:00,T-Friesland,installation,1,7000000002CCAQ
7000002bDFmAAM,2022-09-19,2022-10-13,completed,2022-10-13 10:00:00,2022-10-13 12:00:00,2022-10-13 10:48:00,T-Friesland,repair,1,7000000002CCAQ
7000002cBWrAAM,2022-10-11,2022-10-19,completed,2022-10-19 06:00:00,2022-10-19 08:00:00,2022-10-19 06:21:00,T-Groningen,repair,1,7000000002CCAQ
7000002bIktAAE,2022-09-20,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 10:42:00,T-Friesland,installation,1,7000000002CCAQ
7000002bCxTAAU,2022-09-19,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 12:14:00,T-Friesland,installation,1,7000000002CCAQ
7000002bDwqAAE,2022-09-19,2022-10-10,completed,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 08:47:00,T-Gelderland-Noord,repair,1,7000000002CCAQ
7000002aHbrAAE,2022-08-23,2022-10-08,completed,2022-10-08 08:00:00,2022-10-08 10:00:00,2022-10-08 09:38:00,T-Groningen,installation,1,7000000002CCAQ
7000002bES3AAM,2022-09-19,2022-10-10,completed,2022-10-10 10:00:00,2022-10-10 12:00:00,2022-10-10 10:34:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002bEiGAAU,2022-09-19,2022-10-10,completed,2022-10-10 06:00:00,2022-10-10 08:00:00,2022-10-10 07:32:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002agbJAAQ,2022-09-05,2022-10-04,completed,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:17:00,T-Friesland,installation,1,7000000002CCAQ
7000002bDCxAAM,2022-09-19,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 11:08:00,T-Friesland,installation,1,7000000002CCAQ
7000002anHpAAI,2022-09-07,2022-10-03,completed,2022-10-03 08:00:00,2022-10-03 10:00:00,2022-10-03 09:01:00,T-Friesland,installation,1,7000000002CCAQ
7000002aBNPAA2,2022-08-19,2022-10-08,completed,2022-10-08 08:00:00,2022-10-08 10:00:00,2022-10-08 09:56:00,T-Groningen,installation,1,7000000002CCAQ
7000002av5TAAQ,2022-09-10,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 12:11:00,T-Groningen,repair,1,7000000002CCAQ
7000002bPRPAA2,2022-09-22,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 09:45:00,T-Friesland,installation,1,7000000002CCAQ
7000002bAU0AAM,2022-09-16,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 07:00:00,T-Friesland,installation,1,7000000002CCAQ
7000002bTbdAAE,2022-09-23,2022-10-19,completed,2022-10-19 12:00:00,2022-10-19 14:00:00,2022-10-19 14:00:00,T-Friesland,installation,1,7000000002CCAQ
7000002bDTPAA2,2022-09-19,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 09:55:00,T-Friesland,installation,1,7000000002CCAQ
7000002bFDxAAM,2022-09-19,2022-10-12,cannot start,2022-10-12 06:00:00,2022-10-12 08:00:00,2022-10-12 06:39:00,T-Friesland,installation,0,7000000002CCAQ
7000002b3dEAAQ,2022-09-14,2022-10-19,completed,2022-10-19 08:00:00,2022-10-19 10:00:00,2022-10-19 09:04:00,T-Friesland,repair,1,7000000002CCAQ
7000002aY9SAAU,2022-08-31,2022-10-07,cannot start,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 08:06:00,T-Gelderland-Noord,repair,0,7000000002CCAQ
7000002ZtcCAAS,2022-08-11,2022-10-08,cannot start,2022-10-08 06:00:00,2022-10-08 08:00:00,2022-10-08 06:59:00,T-Groningen,installation,0,7000000002CCAQ
7000002bqSzAAI,2022-10-03,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 11:56:00,T-Groningen,installation,1,7000000002CCAQ
7000002bxO0AAI,2022-10-05,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 07:46:00,T-Friesland,repair,1,7000000002CCAQ
7000002b3NQAAY,2022-09-14,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 10:50:00,T-Groningen,repair,1,7000000002CCAQ
7000002acBRAAY,2022-09-01,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 07:51:00,T-Friesland,installation,1,7000000002CCAQ
7000002bFKjAAM,2022-09-19,2022-10-18,completed,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 13:58:00,T-Friesland,installation,1,7000000002CCAQ
7000002bCTnAAM,2022-09-18,2022-10-14,completed,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 06:26:00,T-Groningen,repair,1,7000000002CCAQ
7000002cOBJAA2,2022-10-15,2022-10-21,completed,2022-10-21 06:00:00,2022-10-21 08:00:00,2022-10-21 07:26:00,T-Friesland,repair,1,7000000002CCAQ
7000002bFBcAAM,2022-09-19,2022-10-11,completed,2022-10-11 10:00:00,2022-10-11 12:00:00,2022-10-11 11:59:00,T-Friesland,repair,1,7000000002CCAQ
7000002awLwAAI,2022-09-12,2022-10-08,cannot start,2022-10-08 10:00:00,2022-10-08 12:00:00,2022-10-08 11:05:00,T-Groningen,installation,0,7000000002CCAQ
7000002cIm4AAE,2022-10-13,2022-10-18,completed,2022-10-18 14:00:00,2022-10-18 16:00:00,2022-10-18 15:20:00,T-Friesland,repair,1,7000000002CCAQ
7000002aqOVAAY,2022-09-08,2022-10-06,cannot start,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 10:17:00,T-Gelderland-Noord,installation,0,7000000002CCAQ
7000002bp0pAAA,2022-10-03,2022-10-17,cannot start,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 11:13:00,T-Friesland,repair,0,7000000002CCAQ
7000002aatqAAA,2022-09-01,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 08:46:00,T-Gelderland-Noord,installation,1,7000000002CCAQ
7000002blYJAAY,2022-09-30,2022-10-20,completed,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 10:57:00,T-Friesland,installation,1,7000000002CCAQ
7000002aTjBAAU,2022-08-29,2022-10-13,completed,2022-10-13 14:00:00,2022-10-13 16:00:00,2022-10-13 14:26:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002aTnDAAU,2022-08-29,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 10:20:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002avWUAAY,2022-09-11,2022-10-05,completed,2022-10-05 12:00:00,2022-10-05 14:00:00,2022-10-05 13:31:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002awxbAAA,2022-09-12,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 10:33:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002azIlAAI,2022-09-12,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 10:33:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bLDOAA2,2022-09-21,2022-10-19,completed,2022-10-19 12:00:00,2022-10-19 14:00:00,2022-10-19 14:14:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bOYjAAM,2022-09-22,2022-10-03,completed,2022-10-03 08:00:00,2022-10-03 10:00:00,2022-10-03 09:16:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bYv4AAE,2022-09-26,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 13:24:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bhpzAAA,2022-09-29,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 06:15:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002cBAbAAM,2022-10-11,2022-10-17,completed,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 12:18:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002a2tHAAQ,2022-08-16,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 08:00:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bpjzAAA,2022-10-03,2022-10-11,cannot start,2022-10-11 10:00:00,2022-10-11 12:00:00,2022-10-11 10:08:00,T-Noord-Holland-Noord,installation,0,Y000000TlrySAC
7000002bAjKAAU,2022-09-16,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 10:40:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002c3i1AAA,2022-10-07,2022-10-18,cannot start,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 10:31:00,T-Noord-Holland-Noord,installation,0,Y000000TlrySAC
7000002a5xMAAQ,2022-08-17,2022-10-18,completed,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 14:00:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bTJFAA2,2022-09-23,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 07:05:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002aq4kAAA,2022-09-08,2022-10-19,completed,2022-10-19 12:00:00,2022-10-19 14:00:00,2022-10-19 13:08:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002boX4AAI,2022-10-03,2022-10-10,completed,2022-10-10 10:00:00,2022-10-10 12:00:00,2022-10-10 11:04:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002c8GbAAI,2022-10-10,2022-10-13,completed,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 09:53:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bXYdAAM,2022-09-26,2022-10-13,completed,2022-10-13 10:00:00,2022-10-13 12:00:00,2022-10-13 11:21:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002bfQTAAY,2022-09-28,2022-10-14,completed,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 14:19:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002bePyAAI,2022-09-28,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 13:18:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002b71ZAAQ,2022-09-15,2022-10-04,completed,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:15:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bIa0AAE,2022-09-20,2022-10-21,completed,2022-10-21 10:00:00,2022-10-21 12:00:00,2022-10-21 11:46:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002abkkAAA,2022-09-01,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 12:17:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002agU3AAI,2022-09-04,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 12:53:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002aDvTAAU,2022-08-22,2022-10-03,completed,2022-10-03 08:00:00,2022-10-03 10:00:00,2022-10-03 10:00:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002c7doAAA,2022-10-10,2022-10-12,completed,2022-10-12 08:00:00,2022-10-12 10:00:00,2022-10-12 09:04:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002ar55AAA,2022-09-08,2022-10-17,completed,2022-10-17 06:00:00,2022-10-17 08:00:00,2022-10-17 06:22:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002bAmEAAU,2022-09-16,2022-10-17,completed,2022-10-17 12:00:00,2022-10-17 14:00:00,2022-10-17 14:03:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002b23eAAA,2022-09-13,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 13:52:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002cJEXAA2,2022-10-13,2022-10-14,completed,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 06:55:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002bEBMAA2,2022-09-19,2022-10-12,cannot start,2022-10-12 12:00:00,2022-10-12 14:00:00,2022-10-12 14:27:00,T-Noord-Holland-Noord,repair,0,Y000000TlrySAC
7000002bVIsAAM,2022-09-24,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 13:31:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002bF4gAAE,2022-09-19,2022-10-13,completed,2022-10-13 06:00:00,2022-10-13 08:00:00,2022-10-13 06:55:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002aSgfAAE,2022-08-29,2022-10-18,cannot start,2022-10-18 12:00:00,2022-10-18 14:00:00,2022-10-18 13:51:00,T-Noord-Holland-Noord,installation,0,Y000000TlrySAC
7000002cG87AAE,2022-10-12,2022-10-17,cannot start,2022-10-17 08:00:00,2022-10-17 10:00:00,2022-10-17 09:33:00,T-Noord-Holland-Noord,repair,0,Y000000TlrySAC
7000002bpKVAAY,2022-10-03,2022-10-18,completed,2022-10-18 08:00:00,2022-10-18 10:00:00,2022-10-18 08:40:00,T-Noord-Holland-Noord,repair,1,Y000000TlrySAC
7000002atURAAY,2022-09-09,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 11:05:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002baf3AAA,2022-09-27,2022-10-04,completed,2022-10-04 12:00:00,2022-10-04 14:00:00,2022-10-04 12:47:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002ahPiAAI,2022-09-05,2022-10-12,cannot start,2022-10-12 10:00:00,2022-10-12 12:00:00,2022-10-12 11:19:00,T-Noord-Holland-Noord,repair,0,Y000000TlrySAC
7000002bMKuAAM,2022-09-21,2022-10-21,completed,2022-10-21 12:00:00,2022-10-21 14:00:00,2022-10-21 12:04:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
7000002a66nAAA,2022-08-17,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 07:30:00,T-Noord-Holland-Noord,installation,1,Y000000TlrySAC
