response_id,serviceappointment_id,submitted_at,nps
k8yywa96qehtzs35i22k8yyhcoophpur,7000002amz2AAA,2022-10-07 12:22:25,9.0
14cgh077hrs8mi14cg9cbpj4lb43q77g,7000002av4zAAA,2022-10-19 04:43:51,4.0
h0ym51jqgj82pxvo9l5t3h0ym51jy2jq,7000002bCNaAAM,2022-10-18 18:08:44,7.0
i4l923tzjhc5rv0cfoxro4i4l9235mxo,7000002bDIvAAM,2022-10-06 16:51:34,3.0
npbk9btkj2htenpbky4czv1i4xl4gknc,7000002bagLAAQ,2022-10-10 21:39:07,6.0
z8powdbkyuaxhu8ovi5pz8pohuf31ecg,7000002bagaAAA,2022-10-12 18:53:00,5.0
iye97bdrb1jtoidiye97fb7kmvn8q2w8,7000002btJbAAI,2022-10-20 18:39:58,8.0
uq3c3y3fyjnkhapv2uq3xt3klxir5gf1,7000002btMQAAY,2022-10-20 06:47:14,5.0
8itcjvjo2q69j1528l8itc3r59qn45u0,7000002bzgbAAA,2022-10-08 08:59:29,5.0
wq3j2d26y1cgrgaeth2wq3j2dxexsvpg,7000002c78MAAQ,2022-10-15 18:12:23,7.0
fzkr5jojcr0rfixntewxtfzkr5jrzdzv,7000002aawkAAA,2022-10-04 07:11:32,6.0
t8gqgf2xh06hrht8gqgarklufuncj1j9,7000002aiR6AAI,2022-10-04 12:24:57,7.0
2moo46x9g7hahse4sw2moofi5r1pgtxf,7000002avotAAA,2022-10-06 15:16:40,4.0
wgmt9lgjepb9rdkjyqnq3wgmt9le8fty,7000002avu7AAA,2022-10-13 09:53:38,9.0
ocmazxqd71067geaeocmam9c69jxrizs,7000002bFIOAA2,2022-10-06 11:24:51,9.0
pocfxo8xv89mlv69xmpocfh1j7ccz035,7000002bQbkAAE,2022-10-14 14:59:50,7.0
pgpx28fb4jwihne6qcpgpx28fd1brl47,7000002bdhgAAA,2022-10-12 07:36:20,6.0
u3xrpvjgf0wyr5xhbu3xe59x725tm08w,7000002bfOhAAI,2022-10-19 16:08:50,7.0
2s5fjdxtnt8oapvejn2s5fizba305kax,7000002bkx3AAA,2022-10-20 13:46:24,7.0
32x3nif994oyyb3lqnhls0p32x3nif7r,7000002bmGpAAI,2022-10-10 13:37:04,8.0
ly4l6cucgnf9l2ly4l6534koxmlbfemn,7000002bzERAAY,2022-10-12 13:39:57,3.0
iskmbsqoape5wv60x5l0siskmal7vpr3,7000002bzQSAAY,2022-10-15 07:17:53,3.0
e3ygby2kv6csmlje3ygoa9a4rl99u1c4,7000002bzYlAAI,2022-10-13 10:31:30,4.0
vacxzkcdjp4x80arwy30vacxzkch5w78,7000002c8IrAAI,2022-10-18 13:18:27,5.0
klmjsovfcdt0oklmkfbvx9e1r95mye84,7000002cXvaAAE,2022-10-21 13:22:04,6.0
6r48fv0h3dqalxrpb6r4prgtx8zmsiw6,7000002aL9ZAAU,2022-10-05 06:17:33,8.0
82899hdxuqap9vrz7apza82899ftnnzs,7000002aWxzAAE,2022-10-03 09:23:12,7.0
px6wye4xwlhjo5ypnopx6wymvz1d030r,7000002aoGPAAY,2022-10-10 13:22:13,5.0
vx74oj1ngp2lvx741jni4mqigebuh5oe,7000002aocQAAQ,2022-10-17 14:00:38,6.0
i28aj6mwcpvsrpdyzkhe1i28aj6m0d6p,7000002asVOAAY,2022-10-10 10:13:37,3.0
s1wuyk24qr6nd9jilgdr0as1wuyklg04,7000002awjjAAA,2022-10-14 10:51:30,10.0
1ektyf1wbxathyzqve2h91ektyf1si5e,7000002b2GTAAY,2022-10-14 13:03:48,8.0
po30blwg7vr75cwfupo30pr1eks8jdqu,7000002bALhAAM,2022-10-17 17:20:59,5.0
wkhbxxogax3my3zy22ec4frwkhbxx4ri,7000002bAguAAE,2022-10-05 13:07:31,9.0
hgutdcjryxgxubphwthgut6u76vga1j4,7000002bPEQAA2,2022-10-14 20:19:48,3.0
q2ogl3al8n8qbktq2oghg0z6l6tmvhtf,7000002bpQ9AAI,2022-10-20 11:06:21,5.0
czl7aigrvczl19dd23188d3emkrroal7,7000002bpUGAAY,2022-10-13 00:02:19,6.0
7h9cqlukm8rlb7up07h9cqfzr6su2w8u,7000002br66AAA,2022-10-07 14:14:16,9.0
e7k2pkrkf9irmfkc3k02re7k2pkhov93,7000002c8TaAAI,2022-10-17 11:37:00,5.0
miz95u59ktj8t1zsmiz95u5uudsdpqbe,7000002c96JAAQ,2022-10-14 10:36:52,3.0
arxyo54fos5t7swf3shtxarxyo54f6ek,7000002cCDqAAM,2022-10-19 16:56:14,7.0
ylbhlj2vafq45prvblj92vbylbhlj9iq,7000002cMPEAA2,2022-10-20 15:18:49,6.0
hhf8trsq4ceu8hdzhhf8trsy9g21y43l,7000002cMdkAAE,2022-10-19 14:44:37,6.0
j8joxmnvh8b3zcaj8joxvvh33cerx1di,7000002acAOAAY,2022-10-05 11:42:34,8.0
22x06ldi3t9sffhcxd022xqyqg81eqz7,7000002aeNoAAI,2022-10-05 14:27:18,8.0
myegw2jowsqcbenajoe8myegw2wuwe7q,7000002akdKAAQ,2022-10-06 19:11:29,8.0
xh9ftw24n2cgheidofaxh9faatm429d7,7000002akgcAAA,2022-10-04 08:32:33,7.0
gona758z9vtpo33r51zegona758zkkmc,7000002aqcmAAA,2022-10-11 10:11:10,4.0
5u9kdatfbfs20eqlokx5u9kdaxibe2mm,7000002bPzRAAU,2022-10-04 21:55:54,10.0
wtn7kjt2syd1t4u57ie6wtn7kjrya565,7000002bTi5AAE,2022-10-04 23:43:43,9.0
apcxjjg8p7nelszapc7d9mi036phofzs,7000002bfqvAAA,2022-10-09 09:01:50,6.0
in4srswwmasfot2e9bin4sgozl4dkdla,7000002bl7SAAQ,2022-10-11 11:26:53,7.0
opmbj6hmwllioegy5ejopmbjv6k5ciiy,7000002acScAAI,2022-10-03 09:25:12,9.0
ubnvdvnoq2msvbbae4eubnvdzeh1ozok,7000002aq33AAA,2022-10-04 10:39:50,6.0
9nw9gica2ohvj4rgg09nw9gjasc2eepz,7000002b6gqAAA,2022-10-04 07:15:42,9.0
ka1oxmro5x6xa2u2syqslka1oxmb2l42,7000002b7fAAAQ,2022-10-18 10:04:35,7.0
g6qblik7rhqpoxqqxvbg6qblik74rf6i,7000002bObYAAU,2022-10-20 09:50:31,8.0
8hkogf3ep12tmes906t8hkogfyrf69vv,7000002bhqiAAA,2022-10-10 10:24:31,4.0
wsjfvbz639z4woktnnwsjfvdj28ybb1r,7000002bpd8AAA,2022-10-13 14:48:44,5.0
lpa84sbazjx5slmgx5pnlpa84sbargtw,7000002br18AAA,2022-10-18 12:10:31,4.0
a8f3qqg7ljgzampiza8f3qqgt5jofsyf,7000002btmiAAA,2022-10-10 12:40:43,4.0
tbu64hoky6l53lj9g7tbu6kmvh200ufx,7000002c2uGAAQ,2022-10-21 06:36:24,7.0
pbqyoipml66pbqy4468punm7fvm6p62f,7000002cGREAA2,2022-10-25 10:17:54,9.0
xdqu1e6b3ka45kvuxdqusr0cycni2y90,7000002cIOqAAM,2022-10-18 17:23:33,5.0
5i0sk0dza84qqx7sxd0h5415i0sk054w,7000002cM9aAAE,2022-10-20 12:07:58,8.0
xaq518bimi5jh2oms4xaq51on7oe3ttf,7000002aWrrAAE,2022-10-07 09:29:12,7.0
8ae4gbladd5m8y2928aeoshil8cg7wah,7000002bCUgAAM,2022-10-03 11:38:25,9.0
6kpx5ni42cew8gokpqrzc6kpxkt4x1dv,7000002bEAOAA2,2022-10-19 14:21:38,6.0
dfenivza83pazccq96dfenx06dur2uj5,7000002bEBWAA2,2022-10-05 14:20:22,8.0
fa8ri3zfh4vgfltdeya0jfa8ritn9ajh,7000002bSiuAAE,2022-10-12 08:59:33,2.0
cybye6xk4xhoyyupkvs2hta8cybye6xq,7000002bT0OAAU,2022-10-12 15:37:33,3.0
ok7dv7v0lllael8q3ok7c7nwptwd6pb4,7000002bdNWAAY,2022-10-07 07:22:45,6.0
gda9ajjzf5qw4g4qg2gda9a3cw5y21zd,7000002bvz5AAA,2022-10-11 16:46:29,1.0
utin7hgh3wm2vg0z60g7utin7hgla9ar,7000002c3nBAAQ,2022-10-12 14:55:50,7.0
3kyxw2z69b68jyg9l3kyc0xhk4h9xi6d,7000002cPAlAAM,2022-10-18 13:20:27,3.0
wp4eho4d0iqxjv5qwp4ehxg83xbo2eyn,7000002acXNAAY,2022-10-03 13:35:16,9.0
8mwinjsd5ja34gy8x921z8mwinquchhq,7000002b1wEAAQ,2022-10-04 07:37:08,9.0
h6lp67o5efbeejyerth6lp67jgt1mhak,7000002bA8JAAU,2022-10-06 19:29:45,9.0
vmfwd512jthsc5h7ug00vmfwdzm6w97v,7000002bCQ5AAM,2022-10-06 20:37:31,3.0
8eektav9kdezbjl5jlk8eekvcnidmz1l,7000002bPjEAAU,2022-10-06 10:39:59,8.0
3twoxjskieaw3f3twos851yrvjcus92n,7000002bTn5AAE,2022-10-11 07:20:29,4.0
0epets3dex9f0c0epegld9gdbvaxzhix,7000002bYzVAAU,2022-10-10 18:29:44,7.0
jofnyjsveqh21zmn4x4szu9n0jofnyjs,7000002bdnoAAA,2022-10-04 20:46:36,6.0
7zgfbsh4xbvx339yoos7zgfbu1jzi4o4,7000002beoAAAQ,2022-10-07 05:15:35,9.0
69qog7wrjay97uv69qo0dmitd364mn0n,7000002bmAwAAI,2022-10-04 12:53:06,7.0
bvop4onrgcfsc3h5jvbvomq7baao68ma,7000002boamAAA,2022-10-04 12:04:17,6.0
6foq8l9wxdo5hal03r0h6foq8z9dio0j,7000002bpIPAAY,2022-10-19 11:38:25,7.0
c0lrd79jt0ptxppexjyn2c0lrd795wt1,7000002buykAAA,2022-10-14 17:46:32,5.0
5sckw7n1bxyuzd2u74elg5sckw7jv95r,7000002bzUKAAY,2022-10-19 11:00:04,4.0
7dgwhxu2cj4j7z2w7dgwhxh8bl9zax6d,7000002c2XvAAI,2022-10-11 12:13:01,2.0
x6z7vlaas2iyex6z7p74i1jcdvp5kq95,7000002c4LXAAY,2022-10-13 10:11:37,8.0
2aojc84zj88e9zmb0hq2aojc84uoridh,7000002c5wUAAQ,2022-10-13 10:39:59,10.0
9b4idyo1zh32nkaai9b4idyodqk55tm8,7000002aIrmAAE,2022-10-05 14:35:36,9.0
rwtr9j7g3k1oqrwtrggeb5k3jczu5v59,7000002agQLAAY,2022-10-04 08:01:29,8.0
zipq9j4axe1voq11e3yfpczipq9jd2g8,7000002ahFTAAY,2022-10-10 13:36:51,3.0
4j6ch547gptgha82h4j6cheqkta5wfkn,7000002ao6PAAQ,2022-10-10 15:28:27,6.0
h4yds23v8yth46btwsjwly2e03ju6btw,7000002bF4lAAE,2022-10-19 12:29:37,8.0
zzuctgv7pm4adwyjkohi3gzzuctgc63l,7000002bKxuAAE,2022-10-11 16:33:59,8.0
asztsvqo43yiomb81x00basztsvqfzvw,7000002bLv1AAE,2022-10-20 09:50:21,8.0
iborbf0zno8hr937vdiborbppztkzc7d,7000002bTWJAA2,2022-10-17 12:15:26,10.0
d0bpvruf9xncwqj8d0bpvj00i3xq96j0,7000002bXHSAA2,2022-10-06 19:31:43,8.0
1vpb4ryv5lqngj35dgsvy1vpbfzhv5mi,7000002bdXqAAI,2022-10-10 09:41:37,3.0
yjxfr98sxroafv6iyjxfhurbwbimccdk,7000002blPbAAI,2022-10-03 16:44:25,4.0
0nays7esjzfu07w0o9vsgm10nays7loi,7000002blfoAAA,2022-10-12 10:42:07,7.0
6a3t2bkc6wuxgb0b6a3tmu58kvl62pz7,7000002bqw6AAA,2022-10-12 14:40:48,5.0
he47zh4qgyxyj9jjbjmhe47zy3jjhaxn,7000002bwTEAAY,2022-10-06 17:30:32,9.0
qg7k9anz0xegsskyciqg7k9axu0dqsgn,7000002c40FAAQ,2022-10-11 12:28:25,6.0
43gkglfjq8yfbwr2t43gkgcggcpyjsb6,7000002c6QZAAY,2022-10-17 11:46:28,1.0
mp986oa3crbqfdyqy6l4mp986oa3xn5g,7000002cXIYAA2,2022-10-23 17:35:47,8.0
9lvufttxoc07jt4pms9lvuftix3d4lsq,7000002ae9rAAA,2022-10-03 09:36:37,10.0
g75xab4uahjubamzjg75xa35uqvmwh03,7000002aejGAAQ,2022-10-03 15:27:53,9.0
no24cg8tendbyj2yzafno24ce6svflce,7000002avgAAAQ,2022-10-07 11:56:35,3.0
tk1iuaywlpok82m5efbdtk1iuajxmmo1,7000002aeJDAAY,2022-10-03 09:12:23,7.0
7msgqj4lac57yytfgt7msgq7rdqavb6c,7000002ag7JAAQ,2022-10-03 14:29:07,8.0
bmypktkoj58xapqbmypvcr9v1r0q17zg,7000002at2wAAA,2022-10-13 13:38:15,9.0
drj8y4jku5ybmq59drgpzy8fs4e1krjj,7000002b4UiAAI,2022-10-14 15:16:33,4.0
thmm6svdgs6ixhsthmm6pa03byf1y7bu,7000002bD90AAE,2022-10-14 17:36:45,8.0
rais9kkuj1i5xxyud5d8rais4fmh8zdb,7000002bEojAAE,2022-10-19 12:47:59,8.0
soqd02h3r946u9fsadsoqd02hswttbyf,7000002bFBIAA2,2022-10-19 15:36:30,8.0
5rbh0h8842ks358leogl8voh5rbh0h8q,7000002bMD5AAM,2022-10-04 10:44:19,5.0
9to3j0xthp9454053k6zp9to3jr38ve7,7000002bnSrAAI,2022-10-05 16:47:19,6.0
1wzshi4yq77d9skp11wzshidcy5uzp97,7000002agnoAAA,2022-10-04 17:38:29,9.0
2ankyj8pkz6ocx05v3yx0e2ankyj8p3q,7000002b4UEAAY,2022-10-19 07:50:38,8.0
i6qamujw30vvmece1cp5bi6qamuf1z65,7000002b4bKAAQ,2022-10-14 09:50:18,5.0
e9g6ejj46qfpcmrlayzu5e9g6ej8arso,7000002b9xkAAA,2022-10-06 16:40:20,9.0
fd7265tq8wzr1ut8vofd72lgihqywmb1,7000002bE7PAAU,2022-10-14 11:02:45,4.0
tulnhyrwqrext9u6znwtulnhy97qnmyb,7000002bFQXAA2,2022-10-03 17:23:10,5.0
3u9ilx656t8n2sa3u9isl7jhhqniqll5,7000002bIm6AAE,2022-10-21 20:28:31,10.0
km1mi7yxhswn4skzr5km1tfigf8iszco,7000002bQ6rAAE,2022-10-06 09:26:58,2.0
logdmhr9zykqvce7hdlogdmh6f0ifbzw,7000002bXhkAAE,2022-10-07 13:35:56,7.0
cpwtu0vpot1xu0k8bcpwtu0v1h9r6xqg,7000002aeNjAAI,2022-10-06 16:41:40,10.0
vxyt3kdmlzh9ddeyvxybdh84gs0brnfb,7000002aneLAAQ,2022-10-07 15:41:16,8.0
0h3y018l4af15t4c0h3y1xdp2ks3bs9w,7000002asr1AAA,2022-10-19 18:15:12,4.0
1e57o299q6c9i670p71e57oadnnye2p1,7000002b9NIAAY,2022-10-18 04:26:27,10.0
uo6dnzphms0dz8uo6dnz3t6imdtwlpjr,7000002b9w3AAA,2022-10-14 07:05:40,4.0
zr8ua8vra4mw94wrezr8ua88eb335z44,7000002bFPyAAM,2022-10-20 11:46:53,9.0
k0bfz04bujdfce6gz9kbb3rk0bfz0js5,7000002bM8FAAU,2022-10-19 17:38:25,7.0
jf8a90vgh024cpgwpcjf8a9suv3wnfsi,7000002bQvuAAE,2022-10-06 11:37:11,6.0
ev50w0m265qkdceyxe1zsev50w0dio9k,7000002bYecAAE,2022-10-06 00:22:47,2.0
288374xp5n4vlm04ussc288374xrq8j6,7000002cR9aAAE,2022-10-20 20:17:15,7.0
mgodxprfje93i13mgodxxwjedd324kgo,7000002adg1AAA,2022-10-17 16:25:12,7.0
t5ctcf6elt51gvzt5cb1ngwk43pebe7b,7000002aeokAAA,2022-10-03 21:32:38,8.0
lel6f0c3zq3tm5mnyolel6z5ka36wp61,7000002afxEAAQ,2022-10-07 09:12:59,7.0
8ysl6uhpp2b4qpdhadny8ov68ysl6uvh,7000002ahb5AAA,2022-10-06 17:48:32,6.0
9m4n8z6beip79m4n5zdydvvxz1q7mj2f,7000002akRwAAI,2022-10-03 18:31:30,10.0
jsrads8fi3wvnvc59c4swyfqjsradstg,7000002akt7AAA,2022-10-04 12:30:43,8.0
jcs8cvm8xo0pqverrjjcs8dsx9nsebmz,7000002arLrAAI,2022-10-11 16:34:36,6.0
kp3yajd7v8m41hc7tz2kp3yajwg8qx7p,7000002awRLAAY,2022-10-10 15:11:16,4.0
09c91ucjxydrgihx09c9kgg32iyw3zqh,7000002awZeAAI,2022-10-05 17:00:24,7.0
6meibbb1mcstwa6memnkl5ddu6tz1p9u,7000002ayWNAAY,2022-10-21 14:34:04,9.0
2c1u33jidcf9ooj9zouisi2c1u33jir5,7000002b3aKAAQ,2022-10-06 06:42:25,4.0
415ic984z95s71vv37r1415i83p629i1,7000002bC1eAAE,2022-10-17 15:02:24,9.0
m4ove2e1kllkzns0hg29m4ove2e38ze0,7000002bE4fAAE,2022-10-13 13:56:22,6.0
2jp76uazvhixxqrsj25b32jp76uacq73,7000002bLgkAAE,2022-10-21 15:51:51,9.0
n6h761c8un1sugun78t5wn6h761rf0ho,7000002bSHXAA2,2022-10-14 16:47:42,6.0
ze9skudfzr4pa5kqaze9sv9h1kg1fo4u,7000002bWGEAA2,2022-10-17 16:33:53,9.0
gukcipaii05kknxwq8wgukcii0d7dlod,7000002c0y1AAA,2022-10-20 08:25:09,6.0
tz2hcs9rvrmicl3yv1tz2b6ugsf8xtth,7000002aeYIAAY,2022-10-08 08:09:34,7.0
w4sogpdl01arv808w4sopp2t562gbqa7,7000002aiS4AAI,2022-10-10 06:22:27,8.0
acnrljmjyhvdznm9t1acnrljmhp3up6u,7000002al4FAAQ,2022-10-11 18:19:01,6.0
cg6gj8ntdibgzkuidlpcg6gj8tuj3lwf,7000002atGKAAY,2022-10-10 07:25:33,10.0
xutfq26n5535jl9xqxutcwfkpkqqmj3p,7000002axDZAAY,2022-10-16 17:37:33,9.0
mc35kqzkypkew5tiskrmc35ko01oacun,7000002bQ3EAAU,2022-10-15 20:18:38,6.0
1zx2wq9cbkasu2x6s1zx2wq9a5aefpfw,7000002bQ7VAAU,2022-10-09 13:25:19,8.0
izganjcg2wrx8g3diizgahpp8mttqxsz,7000002bTorAAE,2022-10-25 17:10:33,9.0
w7mjtwnugkhnq3n9w7mjqujmnl8erlip,7000002bhOUAAY,2022-10-11 16:51:44,9.0
uv80u4nbspnboy1jabuv80uhomi5efur,7000002bw7iAAA,2022-10-12 16:55:56,6.0
otqvtswqom9lx9acknnfq4ruznotqvts,7000002c8I8AAI,2022-10-13 20:40:10,9.0
jf6w1mpnuk0ah7ovxjf6woxa59tm1iac,7000002c8JkAAI,2022-10-12 10:52:45,2.0
2j73imj2opmivejhp0h2j73ifotog3hh,7000002c8g0AAA,2022-10-14 08:12:46,7.0
yfu8vq94z7fp4ykqyfujiru9j4ujnh4l,7000002cRY6AAM,2022-10-21 03:36:10,8.0
9790witefg1i9mmb9790wre7xcda5e4d,7000002anPoAAI,2022-10-07 15:25:20,9.0
hkkxa3iv6rlwtddmyk59hkkxa3ii5nq0,7000002atcGAAQ,2022-10-15 12:09:17,8.0
0obtfokzmuydokllxocdej0obtfoahgl,7000002atxiAAA,2022-10-15 12:57:18,9.0
8uw2vj6i2y29ah17adi8uw2vaeric4dn,7000002b4FYAAY,2022-10-19 10:54:52,9.0
18gyqwf0svwhxhy2hm9k18gyqwfk3s98,7000002bQ3dAAE,2022-10-23 13:02:13,5.0
11997n07mpwu3m4m4411997tomfghkoe,7000002bWP1AAM,2022-10-16 14:01:40,8.0
2lbkn4hhehi02afrub1yx2lbkn4h88hg,7000002bXwQAAU,2022-10-23 17:47:04,7.0
wkkhmlr8mm5ebk30wkkhmpsud3ekicdl,7000002bYKIAA2,2022-10-07 11:55:28,10.0
h9agogb5770wytgb0qpayx9ou3h9agog,7000002bYVaAAM,2022-10-11 15:12:56,5.0
mgu9bjifwv69ibo1mgi8ehykynab25dc,7000002bef8AAA,2022-10-09 09:32:05,8.0
67ww3620egrm1f3je67ww368lo567lpg,7000002biJzAAI,2022-10-15 09:17:44,4.0
jd801w73zu34ltszdvlypjd8019npsz0,7000002bl4dAAA,2022-10-14 08:05:43,4.0
3cxm21z522lj249zy3cxm215w9ovrwhg,7000002c0WvAAI,2022-10-12 11:31:37,6.0
1rs63231zbztbd1rs60eclnznvjskba0,7000002c4AtAAI,2022-10-08 17:41:43,2.0
r0xa8j4a11lv15y45r0edxk4afd3imvw,7000002c8AiAAI,2022-10-12 10:37:04,8.0
mht6gz0h7fokzy27g1rmmht6gz0ztzar,7000002c8TzAAI,2022-10-12 12:29:50,2.0
7np244t43ujydhmymrg6l9r7np244t92,7000002c8WAAAY,2022-10-14 06:05:48,5.0
3goihm93bm7ro0w90972b3goih36fukk,7000002cE6XAAU,2022-10-23 12:58:24,3.0
59advap5r14xryrjrn59advapbd4bprk,7000002aelvAAA,2022-10-13 17:04:22,8.0
0nubfvgn1leiwoio4h0nubfvg98u2ge9,7000002aiHQAAY,2022-10-04 15:04:16,9.0
ihvtnqyp0m0tg7pbqwcxihvtn9758wkm,7000002aolIAAQ,2022-10-18 16:29:00,8.0
htse54mj1x5n1taewnhtse54mb06dfsc,7000002av8XAAQ,2022-10-11 16:34:41,6.0
z68gq39a2ha1mdb6klz68gq2cgltqdcn,7000002bC4TAAU,2022-10-21 21:15:07,7.0
yd4g2uy18gr9yd4g2f7phineulyo1o4e,7000002bET6AAM,2022-10-08 17:21:23,9.0
3eft04u57p6vet6fub43eft04u57mdcc,7000002bPm8AAE,2022-10-21 11:35:35,8.0
32n39kbd0rv9bdw5n6g7832n39028sld,7000002bToXAAU,2022-10-13 16:40:41,4.0
omnpg7dy3t1etvkdbx9vomnpg7qsg0ab,7000002bmLVAAY,2022-10-21 06:40:04,10.0
vhjcrrsaona9dqqkrlvhjh66fip67914,7000002c5rFAAQ,2022-10-21 10:24:11,3.0
5f5qacxqs7mkr32osm5f52j386jra85j,7000002acB2AAI,2022-10-04 13:27:11,5.0
qurqu8tg1bv3wmbazlqurquv4b7tnkmz,7000002acBMAAY,2022-10-13 17:48:58,8.0
9irujy49wy96f5ol9irujyvvj97m9390,7000002ai0PAAQ,2022-10-06 10:31:02,7.0
l6lqj8ffjmpybx82hl6lqj8vi3r762hy,7000002aieFAAQ,2022-10-04 16:36:27,7.0
8m8cnqrgr9pz6aykrmwl8z8m8cnqrg97,7000002asRbAAI,2022-10-11 14:35:47,7.0
yumdvir2v8ddm360bhlhimyumdvir2v2,7000002at3BAAQ,2022-10-06 14:37:47,7.0
uiv0uu1y2zcz684us52gkuiv0g40l47p,7000002auMJAAY,2022-10-13 07:32:13,5.0
a3fs1x4am9ne0cba3fs1xljwxf02sy0j,7000002avUxAAI,2022-10-14 13:18:21,7.0
3u8lc7qtcr7nszsi34z3u8lxbpv6i143,7000002ayXuAAI,2022-10-11 09:51:14,6.0
67onzkk097vjbrcnj6vx67onrmkl4dcg,7000002b7GPAAY,2022-10-05 05:53:32,4.0
4bftc6xwilu51h64bftxns2e9524o11c,7000002bMVsAAM,2022-10-11 21:30:51,9.0
ta52y2fmrinaj3rta52yntidmw18quk2,7000002bMl7AAE,2022-10-13 13:11:19,2.0
nmclmhvqrtiavcvwunmclmk6pyg7rcya,7000002bOw2AAE,2022-10-13 13:54:59,9.0
yio1njis06r5mov0yio1ibk4m7fuldo8,7000002bSx9AAE,2022-10-14 16:14:19,1.0
l1ddqkgclwsuajml1divfjotquxh5ebw,7000002bdYKAAY,2022-10-18 16:13:16,8.0
g3pjalcbv1mkjoi2ekhrg3pjalc30b10,7000002bfNeAAI,2022-10-25 08:32:22,8.0
a3jrpi2mu0mca1x6xq7n6ynin1m21x6k,7000002bgANAAY,2022-10-18 14:45:06,8.0
3ox5f6dsimiq2lozbhrj3ox5f1qqakc2,7000002bheDAAQ,2022-10-18 15:39:17,7.0
p8tmivyetdedl83pwp8tma8lng08zv4m,7000002cBYxAAM,2022-10-21 11:01:19,6.0
by30v86jevfqyg7by30va5efg53vhk5g,7000002cFEsAAM,2022-10-18 11:23:33,9.0
wro3vcuzcy3s0hvrwro3v44boduysc1f,7000002cTjuAAE,2022-10-19 09:35:40,7.0
thbn40m35jthlyfhukthbn40mp53jfog,7000002aemeAAA,2022-10-05 15:36:20,9.0
g1lyxn53jvq13g1jgl1urupcrl4ywqq0,7000002aiGwAAI,2022-10-05 16:43:10,9.0
7nv9twiufftdpv5yct87nvj63kanas8m,7000002akzeAAA,2022-10-07 14:51:51,8.0
8zucaqs07jxaj38258zucaq6oxjnbz3v,7000002aqtEAAQ,2022-10-06 18:06:34,8.0
bwtgg7wf150e9alfoyebwtgg77modw0y,7000002awVrAAI,2022-10-11 12:21:27,2.0
x4fn2o9zp4xefc5gsyh2zxx4fn2o9nxc,7000002b685AAA,2022-10-19 17:38:17,9.0
olozytp16yo2w6q02olozndeys90c48p,7000002b7zFAAQ,2022-10-07 06:47:58,9.0
gyjkh22oq5jrnkdhxl6o9n7gyjkh2o12,7000002bkziAAA,2022-10-23 16:28:44,6.0
4qc50sbssc6xged8jnwx5m4qc50s5fel,7000002c0Q9AAI,2022-10-15 18:33:26,4.0
6c2hx61s37j5933t28v6c2hx67ibxmy4,7000002al1pAAA,2022-10-12 14:30:01,3.0
be00vo73j7hd4rrzqv260be00c72p3yo,7000002aqpqAAA,2022-10-12 14:41:44,7.0
n9n9fbt5xgqxw115fc6n9n9fqnxo92ta,7000002aquqAAA,2022-10-04 15:52:18,4.0
7bgvrf5r20dt5uwww05vtts7bgvrf5ps,7000002aqvPAAQ,2022-10-20 10:22:05,6.0
quayt5nj6klk8ubzeqaquayt5dwaivfd,7000002bI0DAAU,2022-10-07 11:02:38,7.0
9lf8inukg0g2szpgkwjkorl9lf8inhh1,7000002bNutAAE,2022-10-24 00:42:05,9.0
dipssnzivxmc7bpndet0udipssn61mww,7000002aghbAAA,2022-10-07 19:49:37,4.0
ocymup6i4y31cnwud7ypocymuabum7im,7000002aplxAAA,2022-10-08 14:00:07,4.0
emn39vv64hey6naoxuemn39vkwvrpxg4,7000002blJsAAI,2022-10-09 08:39:15,6.0
8hp2ogl1vutpr8hp2wgwkbvappphnbfw,7000002bwy2AAA,2022-10-11 14:08:00,7.0
1jzgpv6vj946xysi1shg01f1jzgp2g7k,7000002alLpAAI,2022-10-10 06:58:00,5.0
anyie01kq5afp7c69nstanyiel8pqsy9,7000002b17aAAA,2022-10-13 11:21:58,6.0
636wufkc4lw8k8ch4c636wufeuq70u99,7000002bej5AAA,2022-10-11 11:38:22,5.0
quvtrx68raxyqvsp9ds2dkgquvtrxe02,7000002agntAAA,2022-10-03 20:22:28,10.0
mnjb3hjjet59tpkmnjb3hrlgjygub7i4,7000002aww9AAA,2022-10-11 10:32:06,4.0
k8q380u7zpiibg2uilbsk8q380ufifra,7000002c0Z1AAI,2022-10-21 14:46:01,10.0
o5o0vkoi5bd3ehsvu5hbzo5o0vko4jdn,7000002cO9mAAE,2022-10-18 11:17:13,7.0
k5ygnrea0arxm3w82bdm3k5yge1o45c1,7000002b0ljAAA,2022-10-10 12:27:48,3.0
ddto5myh65l5rfyxddtjpqlx0e01et5y,7000002bL3FAAU,2022-10-17 20:18:25,8.0
8vy5ptk2ih6cac8vy5plzf2bp58ts5gq,7000002bLd2AAE,2022-10-06 09:14:28,8.0
qxlhzu5r2jisk53ubk4wqxlhzu5rx7hc,7000002bUvKAAU,2022-10-11 13:16:47,3.0
8sl5trjzvc41uq2af8sl5trji2ie9jcr,7000002agoNAAQ,2022-10-03 11:19:30,8.0
t88t03irae2ff9l7oyqt88t037pzmm6v,7000002aiSTAAY,2022-10-07 14:50:17,8.0
p40wu565wnak6vudhe2mh5p40wu56x73,7000002aySpAAI,2022-10-12 15:23:31,3.0
uc2e33agyziy5kdgj1eguc2e331czwr0,7000002b6D0AAI,2022-10-18 11:30:14,8.0
